id,cba_section_id,article_number,article_title,section_number,section_title,question,answer,citation,topic,difficulty,created_at,updated_at
62f1972f-d9a8-4845-a3a9-fa3440f1a1c2,155d18e9-67e4-45b1-b44a-7b9957627520,Article VII,"BASKETBALL RELATED INCOME,",5,Salary Cap Contract Structure Rules.,How do the salary increase rules differ for Qualifying Veteran Free Agents re-signing with their prior team?,"When Qualifying Veteran Free Agents re-sign with their prior team, their salary, excluding incentive compensation, can increase or decrease by up to 8% per year of the salary in the first Salary Cap Year covered by the contract.","Article VII, Section 5",salary-cap,medium,2025-10-15 16:16:31.160019,2025-10-15 16:16:31.160019
6311fe2d-d8ac-4dff-ba01-8af718530e1a,c818133d-2e20-4a21-9267-75e03b2e9a2b,Article XXXIII,ANTI-DRUG PROGRAM AND SUBSTANCE ABUSE TREATMENT,Section 2,Administration.,What is the role of the Prohibited Substances Committee in the NBA's anti-drug program?,"The Prohibited Substances Committee, composed of representatives from the NBA, the Players Association, and experts, reviews the list of prohibited substances, discusses anti-doping issues, and makes recommendations for changes to the list, including determining laboratory analysis cutoff levels.","Article Article XXXIII, Section Section 2",general,medium,2025-10-15 05:41:04.494713,2025-10-15 05:41:04.494713
63240922-6024-4fb8-95ce-374445ae85b3,3074be92-7e26-445f-ad78-55b4ad7de058,Article XLI,NBA G LEAGUE .................................................... 550,1,,How might NBAGL work assignments impact a player's career development?,"NBAGL work assignments can provide players with valuable playing time and experience, which can be crucial for their development and potential elevation to the NBA.","Article XLI, Section 1",general,medium,2025-10-15 16:25:01.528016,2025-10-15 16:25:01.528016
637d3f83-69ee-414c-abc2-80b6dab0301f,49dc0ed3-26cf-400c-bdc9-c4fff4c2fa40,Article XXXVIII,"INTEGRATION, ENTIRE AGREEMENT,",2,Interpretation.,"What is the relationship between the NBA, WNBA, and NBAGL collective bargaining agreements according to Article XXXVIII, Section 2?","The NBA, WNBA, and NBAGL each have separate and distinct collective bargaining relationships with their respective players' associations. This distinction is acknowledged and recognized by the NBA and Players Association in their agreement.","Article XXXVIII, Section 2",general,easy,2025-10-15 16:44:04.003161,2025-10-15 16:44:04.003161
638344cf-cb47-4e78-b92d-8aaad63fd5f8,69739ec3-e8ad-4d7d-b915-8a57c7347cfb,Article XIII,CIRCUMVENTION,6,Charitable Contributions.,"If a team has already donated $60,000 in respect of its players, how much more can it donate for the rest of the Salary Cap Year?","The team can donate an additional $15,000 for the rest of the Salary Cap Year, as the combined donations in respect of all players must not exceed $75,000.","Article XIII, Section 6",draft,hard,2025-10-15 16:22:23.40356,2025-10-15 16:22:23.40356
639a0eb3-ec15-480d-9c27-f1494c43ae55,5716c9e6-2e86-494f-87cc-a45f075f8a01,Article VII,"BASKETBALL RELATED INCOME, SALARY CAP, MINIMUM TEAM SALARY, TAX LEVEL, APRON LEVELS, AND DESIGNATED SHARE ARRANGEMENT",Section 2,(8) A Team and player may negotiate the terms and conditions of,How does the timing of the Moratorium Period affect contract negotiations between a team and a player?,"The timing of the Moratorium Period affects contract negotiations because teams and players can only negotiate amendments to Player Contracts if they are permitted to enter into such amendments by the end of the Moratorium Period. If they are allowed as of the last day of the Moratorium, negotiations can begin the next day.","Article VII, Section 2",salary-cap,medium,2025-10-15 02:31:08.305525,2025-10-15 02:31:08.305525
639ca6a8-3bdc-4c52-9afb-24a67361b10e,ffdfe5e1-6e56-40f3-9d6d-7f0b31c7fa2a,Article XXVII,RIGHT OF SET-OFF,1,Set-off Calculation.,In what scenario would a team's liability for a player's unearned compensation not be reduced?,"If the player's compensation from subsequent teams, after subtracting the applicable minimum salary, results in zero or a negative amount, there will be no reduction in the team's liability for unearned base compensation.","Article XXVII, Section 1",general,easy,2025-10-15 06:35:35.347675,2025-10-15 06:35:35.347675
639d5f8a-d447-47f8-b177-3dd84ca707b6,5123b44f-1763-48ed-bda6-8c84ce288397,Article XXXIX,TERM OF AGREEMENT.............................. 542,8,,Under what conditions can the NBA and NBPA exercise the Mutual Right of Termination?,"The Mutual Right of Termination can be exercised if both parties agree to terminate the agreement based on predetermined conditions that may include financial, operational, or regulatory changes that significantly impact the terms of the CBA.","Article XXXIX, Section 8",general,hard,2025-10-16 01:23:18.908497,2025-10-16 01:23:18.908497
63da6dfd-416f-445f-8f72-b86654497adf,7621fca5-e941-4c5e-8325-b55c5bf152d3,Article XXXVIII,"INTEGRATION, ENTIRE AGREEMENT, INTERPRETATION, AND CHOICE OF LAW",Section 1,"Integration, Entire Agreement.","Define 'Integration' as per Article XXXVIII, Section 1 of the CBA.","Integration refers to the process by which all previous understandings, conversations, communications, proposals, and counterproposals are merged into and superseded by the current Agreement. This makes the Agreement the complete and final understanding between the parties.","Article Article XXXVIII, Section Section 1",general,easy,2025-10-15 05:44:36.950784,2025-10-15 05:44:36.950784
63e53f0b-6d6c-42a5-9b7b-bd6c0e197445,bcfe2b06-df9c-45fc-8284-7e0c797f14fe,Article XIX,"UNION SECURITY, DUES, AND CHECK-OFF",Section 2,Check-off.,What is the duration for a team to forward check-off monies to the Players Association?,A team must forward the check-off monies to the Players Association within fourteen (14) days of each check-off.,"Article XIX, Section 2",general,easy,2025-10-15 02:39:23.030481,2025-10-15 02:39:23.030481
6404f29f-d462-4e8e-a7c4-7da2e61267fd,8123a677-6719-4fcf-b4f3-479c3c0b6b71,Article XIV,ANTI-COLLUSION PROVISIONS,Section 9,Calculation of Damages.,"If a team commits an anti-collusion violation for the third time, what additional penalties apply?","A team found in violation for at least the third time during the term of the agreement is liable for three times the compensatory damages and an additional fine of four million dollars ($4,000,000).","Article XIV, Section 9",general,medium,2025-10-15 02:39:09.137774,2025-10-15 02:39:09.137774
64070634-98b2-4773-96c5-5641bf6d1ad7,00691376-d362-4531-a2f2-6ec2093acf7d,Article II,UNIFORM PLAYER CONTRACT,Section 5,Conformity.,Can a player or team waive benefits or rights under the Uniform Player Contract?,"No, neither a player nor a team can waive any benefits or sacrifice any rights entitled under the Uniform Player Contract or the CBA.","Article II, Section 5",player-contracts,medium,2025-10-15 02:24:33.589907,2025-10-15 02:24:33.589907
640f40d0-3b4f-4018-9857-2212c2622016,9e7454f2-8f88-4da4-982a-1eba891e1a43,Article IV,BENEFITS,Section 1,Player Pension Benefits.,"What changes to the Pension Plan become effective on February 2, 2024?","Effective February 2, 2024, the Normal Retirement Date will be the first of the month following a player's 62nd birthday, and the Early Retirement Date can be any date on or after the first day of the month following the player's 45th birthday and prior to the Normal Retirement Date.","Article IV, Section 1",benefits,medium,2025-10-15 02:25:39.398183,2025-10-15 02:25:39.398183
641caf0a-0cd6-49d2-a3c5-94f69cd9e1b7,0037386a-7e89-4dea-b601-f397c7b0734b,Article XXXVII,PLAYER APPEARANCES AND ADDITIONAL CONTENT,3,Indemnity.,Under what conditions is the Players Association not required to indemnify the NBA and its Teams?,"The Players Association is not required to indemnify if the claim arises from a breach of the Group License by the NBA, any Team, or any league-related entities that generate BRI, and if the indemnified parties do not inform the Players Association within five days or admit liability without consent.","Article XXXVII, Section 3",general,hard,2025-10-15 16:43:41.898806,2025-10-15 16:43:41.898806
641ceaaf-7d5a-4ca7-918e-7739a11ab3ab,a9940ef7-a904-40f3-8d92-e2ff2ba556bf,Article XLI,NBA G LEAGUE,4,Terms of NBAGL Work Assignment and NBAGL,How does a player's conduct during an NBAGL Work Assignment affect disciplinary actions?,"During an NBAGL Work Assignment, the player must comply with NBAGL rules and policies, and both the NBA and NBAGL can impose fines or suspensions. NBA or team-imposed discipline supersedes NBAGL discipline, and the One Penalty rule from Article VI applies.","Article XLI, Section 4",general,medium,2025-10-15 06:28:29.311099,2025-10-15 06:28:29.311099
6443ab6f-b7d1-427f-b055-77354ae5f047,3c8f7d02-ebf4-4ec4-98a3-dd6b8b30a296,Article XXXIII,ANTI-DRUG PROGRAM AND SUBSTANCE ABUSE TREATMENT,Section 12,Dismissal and Disqualification.,Under what circumstances will a player be dismissed and disqualified according to Section 12(b)?,"A player will be dismissed and disqualified if convicted of a crime involving the use, possession, or distribution of a Prohibited Substance other than marijuana, or a felony involving the distribution of marijuana.","Article XXXIII, Section 12",health-safety,medium,2025-10-15 02:54:40.306873,2025-10-15 02:54:40.306873
6450b41b-83fb-4423-b56d-28e425178620,95edc348-9f23-4419-a840-ad3ef991cefb,Article XIII,CIRCUMVENTION,1,General Prohibitions.,Can a team offer financial inducements to unsigned players according to Section 1(c)?,"No, a team is prohibited from having financial arrangements or offering financial inducements to players not under a current Player Contract, except where expressly allowed by the CBA.","Article XIII, Section 1",draft,medium,2025-10-15 16:21:54.840263,2025-10-15 16:21:54.840263
6450dca1-055e-4524-9394-59864acc976b,b062715d-e3f5-4abc-b23f-e406f39990b2,Article XXXIX,TERM OF AGREEMENT,5,Termination by NBA/Force Majeure.,"Scenario: If a player is traded to a new team and still owes compensation reduction due to a Force Majeure Event, what happens?","If a player is traded and owes compensation reduction, the owed amount is withheld from their first available compensation payment(s) from the new team. The new team must remit this withheld amount to the player's former team.","Article XXXIX, Section 5",general,hard,2025-10-15 06:42:09.251844,2025-10-15 06:42:09.251844
64727a7f-9752-4c84-866f-b4f1343e11b7,8085ea11-6426-423c-868e-87329e1ecc64,Article XXXI,GRIEVANCE AND ARBITRATION PROCEDURE,3,Pre-Hearing Motions.,What happens if a pre-hearing motion to dismiss is denied?,"If a pre-hearing motion to dismiss is denied, the NBA and the Players Association must promptly schedule a hearing to address the merits of the grievance involved.","Article XXXI, Section 3",general,medium,2025-10-15 16:37:02.941771,2025-10-15 16:37:02.941771
64ad921a-55ba-43b9-ae4c-b14fe52271a9,59b79161-81d2-46c2-bf93-9c26c1c761bf,Article XIII,CIRCUMVENTION,Section 6,Charitable Contributions.,"If a team's total charitable donations exceed $75,000 per Salary Cap Year, what issue might arise?","If a team's total charitable donations exceed $75,000 per Salary Cap Year, it may be a violation of the CBA's restrictions on charitable contributions, potentially leading to penalties or requirements to adjust donation practices.","Article XIII, Section 6",draft,medium,2025-10-15 02:37:20.303111,2025-10-15 02:37:20.303111
64c6dfc6-b6ae-482b-b385-c9c32081e57e,f7958d79-b894-4f02-9824-9f1f382648c9,Article III,PLAYER EXPENSES,2,Meal Expense Allowance.,"If a team departs after 1:00 p.m., which meal expenses are not covered?","If a team departs after 1:00 p.m., the meal expense allowance for lunch is not covered.","Article III, Section 2",general,medium,2025-10-15 06:08:28.74664,2025-10-15 06:08:28.74664
64c7d894-793b-49ae-bcb4-7b2db5412d90,177abb08-e8bd-497f-b391-56997d5ba5f8,Article XLI,NBA G LEAGUE .................................................... 550,6,,What section of the CBA covers career opportunities for former NBA players?,"Career opportunities for former NBA players are covered in Article XLI, Section 6 of the CBA.","Article XLI, Section 6",general,easy,2025-10-15 16:26:39.795896,2025-10-15 16:26:39.795896
64eab10b-59e7-4383-9675-6fdf7e09136a,6fe0d9b9-8ac8-402a-9a74-6d3ff2ac14a8,Article XXXVI,PLAYER AGENTS,2,Fines.,What are the consequences for a team that negotiates with a non-certified agent?,"The NBA shall impose a fine of $50,000 on any team that negotiates a Player Contract with a non-certified agent, provided the team knew or failed to make reasonable inquiry about the agent's certification status.","Article XXXVI, Section 2",player-agents,hard,2025-10-16 01:20:45.353846,2025-10-16 01:20:45.353846
64fab171-906d-407d-89fb-916f80d2a83c,c2427571-d345-4d2f-b0ef-4bd09e66f021,Article XXXIII,ANTI-DRUG PROGRAM AND SUBSTANCE ABUSE,7,Drugs of Abuse Program.,What happens if a player fails to comply with the Stage 1 requirements of the Drugs of Abuse Program?,"If a player fails to comply with Stage 1 requirements within ten days without a reasonable excuse, he will be suspended until compliance. Continued noncompliance for thirty days can lead to advancement to Stage 2 or termination of the player's contract.","Article XXXIII, Section 7",general,medium,2025-10-15 06:40:41.782177,2025-10-15 06:40:41.782177
64fbaaec-ca19-492f-bd1b-092aee1dae99,4dbafe5a-1845-4c2e-b988-3c83fe8cd13a,Article XXXII,SYSTEM ARBITRATION,8,Procedure Relating to Appeals of Determination by the,"How does the Appeals Panel review the System Arbitrator's findings, and what is the finality of their decision?","The Appeals Panel reviews the System Arbitrator's findings using the standards of review of the United States Court of Appeals for the Second Circuit. The Panel's decision is full, final, and binding upon the parties involved.","Article XXXII, Section 8",general,hard,2025-10-15 06:39:11.759691,2025-10-15 06:39:11.759691
652e4a07-2317-4544-8922-ac837f10aa48,2a55c06b-9308-47ba-aa88-84d582aaf0fb,Article XXVII,RIGHT OF SET-OFF,3,Deferred Compensation.,"Define 'Deferred Compensation' as used in Article XXVII, Section 3 of the CBA.","Deferred Compensation refers to the compensation payable to a player for or with respect to a period covered by a terminated Contract, which is not yet earned and is subject to a discount rate.","Article XXVII, Section 3",general,easy,2025-10-15 06:35:53.842986,2025-10-15 06:35:53.842986
65317015-793f-47b9-a38f-9bded59a7cfd,409bc93a-8538-4b09-811f-15a81e5da518,Article VI,PLAYER CONDUCT,Section 21,Gambling by Former NBAGL Players.,What happens if a player's NBAGL contract ends before they serve the full term of a gambling suspension?,"If a player's NBAGL contract ends before serving the full suspension, they are subject to Article VI, Section 1(c) of the CBA if they become a Free Agent with games remaining on the suspension at the start of the next NBA Regular Season.","Article VI, Section 21",conduct,hard,2025-10-15 02:29:14.055536,2025-10-15 02:29:14.055536
6536bdb5-ed6b-4adc-92b1-67c84ddf4bb9,39933c89-fccd-4f84-89b3-6e04a7811063,Article VI,PLAYER CONDUCT,Section 12,On-Court Conduct.,Under what conditions can the NBA impose a suspension on a player for on-court conduct?,"Before imposing a suspension for on-court conduct, the NBA must allow the player an opportunity to request a telephonic meeting with NBA officials to discuss the incident. This meeting must be scheduled within a reasonable time and should not interfere with the NBA's investigatory process or prevent the NBA from issuing a suspension before the player's next game.","Article VI, Section 12",conduct,medium,2025-10-15 02:27:57.313401,2025-10-15 02:27:57.313401
65577536-761b-4bd6-9c9f-4aa60537e32c,6fe0d9b9-8ac8-402a-9a74-6d3ff2ac14a8,Article XXXVI,PLAYER AGENTS,2,Fines.,What is the maximum fee a player agent can charge?,Player agents are limited to a maximum fee of 4% of the player's total compensation under their NBA player contract.,"Article XXXVI, Section 2",player-agents,medium,2025-10-16 01:20:45.353846,2025-10-16 01:20:45.353846
655a4405-d987-4acb-9044-d0c4c3441b3f,a3459270-09f5-4e71-96d2-a2f557c476d1,Article XX,SCHEDULING,Section 9,Days Off.,"If a player signs a contract after the Regular Season starts, how is the number of Days Off calculated?","For a player whose contract is entered into after the Regular Season starts, the team must provide Days Off calculated by multiplying 18 by the fraction of the season covered by the contract. The team is not obligated to provide Days Off if the contract covers fewer than 25 days, or if it's a Two-Way Contract.","Article XX, Section 9",general,medium,2025-10-15 02:43:28.3092,2025-10-15 02:43:28.3092
6562782b-e3ca-44b4-ba0f-e921bf41a2c8,2d2cdd4c-46e7-4804-99aa-1e5eb6ba4cf8,Article XXXII,SYSTEM ARBITRATION,9,Special Procedure for Disputes with Respect to Interim,"In a dispute concerning Disputed Adjustments for all Teams, under what condition will the Accountants' determination be considered final?","If the Disputed Adjustments are adverse to the party asserting the dispute in an aggregate amount of less than $10 million for any Season, the Accountants' determination shall be full, final, and binding.","Article XXXII, Section 9",general,medium,2025-10-15 16:39:00.513457,2025-10-15 16:39:00.513457
656c5607-dd0e-4175-bc4d-5f48c13d7ba9,5123b44f-1763-48ed-bda6-8c84ce288397,Article XXXIX,TERM OF AGREEMENT.............................. 542,8,,What is the term of the NBA Collective Bargaining Agreement (CBA) as specified in Article XXXIX?,"The term of the NBA Collective Bargaining Agreement is outlined in Article XXXIX, Section 8, which provides details on how long the agreement remains in effect unless terminated earlier.","Article XXXIX, Section 8",general,easy,2025-10-15 16:42:26.828491,2025-10-15 16:42:26.828491
6591483f-2452-4061-9139-ceb1a27c30cf,28e2a4c8-5411-4722-b69d-f7f437476aca,Article XXIX,MISCELLANEOUS,1,Active List.,Under what circumstances can a team have eleven players on its Active List?,"A team can have eleven players on its Active List for no more than two (2) consecutive weeks at a time, and a total of twenty-eight (28) days throughout the Regular Season.","Article XXIX, Section 1",arbitration,medium,2025-10-15 06:34:07.562793,2025-10-15 06:34:07.562793
65923eb6-55a8-40cb-a199-cfc653cdac47,9d5ceb42-bb3f-4f58-9770-d0a860f54280,Article X,PLAYER ELIGIBILITY AND NBA DRAFT,8,General.,What must an Early Entry player do to withdraw from the NBA Draft?,An Early Entry player eligible for the next NBA Draft must provide written notice of withdrawal to the NBA at least ten days prior to the Draft. A player is not allowed to withdraw from more than two NBA Drafts.,"Article X, Section 8",player-movement,medium,2025-10-15 16:19:55.319521,2025-10-15 16:19:55.319521
65962e6a-f6d5-4a63-9ae4-2238bae7481f,49dc0ed3-26cf-400c-bdc9-c4fff4c2fa40,Article XXXVIII,"INTEGRATION, ENTIRE AGREEMENT,",2,Interpretation.,"In what types of proceedings are references to WNBA or NBAGL agreements prohibited under Article XXXVIII, Section 2?","References to WNBA or NBAGL agreements are prohibited in arbitral, judicial, administrative, or other proceedings concerning the interpretation or enforcement of the NBA CBA, including proceedings under Articles XXXI or XXXII.","Article XXXVIII, Section 2",general,hard,2025-10-16 01:24:25.0824,2025-10-16 01:24:25.0824
65a266dd-5f60-4a98-be7b-16d55aa166dc,7e9b8986-3f27-4b96-9235-a530d43d8479,Article XXXIX,TERM OF AGREEMENT.............................. 542,7,,Under what circumstances can the League exercise the 'Mutual Right of Termination' based on financial results?,"The League can exercise the 'Mutual Right of Termination' if the financial results deviate significantly from projections, impacting the league's financial health or operational stability, as outlined in the agreement.","Article XXXIX, Section 7",general,medium,2025-10-15 06:42:45.78348,2025-10-15 06:42:45.78348
65b00d11-b20a-431a-92d8-1bcab8d9a7c0,f6f6bfeb-c438-429f-a2af-1b0b9f5c24ce,Article VI,PLAYER CONDUCT,Section 2,Practices.,How does the penalty scale for repeated practice absences without proper excuse during the same season?,"For the second missed practice, the penalty is a $5,000 fine. For the third missed practice, the penalty increases to $7,500. For the fourth and any additional missed practices, the discipline is determined based on what is reasonable under the circumstances.","Article VI, Section 2",conduct,medium,2025-10-15 02:28:58.406477,2025-10-15 02:28:58.406477
65c09724-5155-4c2b-8272-7b71b64e0b3f,745e5011-0fff-413a-926d-7522f5dfbaf6,Article XL,EXPANSION AND CONTRACTION,2,Contraction.,What are the NBA and the Players Association required to do after a contraction decision?,"After a contraction decision, the NBA and the Players Association are required to negotiate and agree upon the effects of the decision on the players and establish procedures to be followed in connection with the contraction.","Article XL, Section 2",general,medium,2025-10-15 06:27:38.92879,2025-10-15 06:27:38.92879
65c0f6ac-d171-4a12-9164-bbaf39d638fe,f3727f3f-6668-47e7-a4b7-e8dd317f8863,Article XXXVI,PLAYER AGENTS,Section 6,Confirmation by the Players Association.,Define the role of the Players Association in confirming an agent’s status.,The Players Association is responsible for confirming whether an agent representing a player in contract negotiations is a certified representative when requested by the NBA. This confirmation must be provided within three business days of the NBA's request.,"Article Article XXXVI, Section Section 6",player-agents,easy,2025-10-15 05:43:55.237422,2025-10-15 05:43:55.237422
65c94f96-26cd-4ef5-a94a-99c963ad593e,8c9c25e7-d0b6-45db-9d81-03e82fee3f06,Article XXII,PLAYER HEALTH AND WELLNESS,Section 13,Wearables.,Define 'Approved Wearables' as per the CBA.,"Approved Wearables are specific devices that have been reviewed and validated for safe use by players, such as the FirstBeat Sport system and the Oura Ring. These devices are listed in the CBA and wearables not on this list are prohibited for use.","Article XXII, Section 13",health-safety,easy,2025-10-15 02:44:40.897226,2025-10-15 02:44:40.897226
65cb1da6-97b8-4128-8feb-71531532cc8b,8ddd942a-2323-417a-bf86-38e7700c3722,Article XXXVI,PLAYER AGENTS,Section 3,Prohibition on Players as Agents.,Imagine a player wants to invest in a sports agency representing NBA players. Is this allowed under the CBA?,"No, the CBA prohibits players from holding any equity interest or position in a business entity that serves as a certified agent for other current or prospective NBA players.","Article Article XXXVI, Section Section 3",player-agents,hard,2025-10-15 05:43:44.153888,2025-10-15 05:43:44.153888
65d93886-00b8-4db9-a0fb-4f135148e1a4,c2427571-d345-4d2f-b0ef-4bd09e66f021,Article XXXIII,ANTI-DRUG PROGRAM AND SUBSTANCE ABUSE,7,Drugs of Abuse Program.,In what scenario might a player be dismissed from the NBA while in Stage 2 of the Drugs of Abuse Program?,"A player in Stage 2 may be dismissed if he fails to comply with Stage 2 obligations within thirty days without a reasonable excuse, or if there is any subsequent use, possession, or distribution of a Drug of Abuse.","Article XXXIII, Section 7",general,hard,2025-10-15 06:40:41.782177,2025-10-15 06:40:41.782177
65ec562f-386b-4b24-a320-30242a526f0b,6a9bcdf1-3463-4be3-9861-8ef9eec17527,Article XXXIX,TERM OF AGREEMENT.............................. 542,3,,Under what condition can the Players Association terminate the agreement according to Article XXXIX?,"The Players Association can terminate the agreement if there is evidence of anti-collusion practices by the league or its teams, as outlined in the termination clause of Article XXXIX.","Article XXXIX, Section 3",general,medium,2025-10-15 06:41:45.578691,2025-10-15 06:41:45.578691
65ffd74e-67e5-4ad0-a7f5-3bcdb2193b09,32f32d29-ee2e-495a-bae5-406dffb09998,Article XXXVI,PLAYER AGENTS,Section 4,529,What does the Players Association agree to indemnify and hold harmless?,"The Players Association agrees to indemnify and hold harmless the NBA, its Teams, and their respective owners, officers, directors, trustees, employees, successors, agents, attorneys, heirs, administrators, executors, and assigns from any and all claims relating to the Players Association’s Regulations Governing Player Agents and the provisions of Article XXXVI.","Article Article XXXVI, Section Section 4",player-agents,easy,2025-10-15 05:43:49.454159,2025-10-15 05:43:49.454159
663c1223-bf57-4364-9be3-864b04022c76,2113db24-eeac-4cf2-a85b-73371cc8ab05,Article XX,SCHEDULING,Section 5,Location and Scheduling of Games.,Under what conditions can NBA games be conducted outside the United States and Canada?,"Exhibition and Regular Season games may be conducted at any location, including outside the United States and Canada. The NBA is responsible for supervising the arrangements and accommodations for players in such instances.","Article XX, Section 5",general,easy,2025-10-15 02:43:02.851923,2025-10-15 02:43:02.851923
66455609-b385-4161-b45f-6c8be0e23787,260fc8ad-408b-4ffe-9473-8c33662743d4,Article XXII,PLAYER HEALTH AND WELLNESS,8,Electronic Medical Records.,"What is the purpose of the electronic medical records system (EMR) as outlined in Article XXII, Section 8?","The EMR is designed to provide a secure, centralized database for player health information, allowing the NBA to conduct player health and safety reviews, enabling authorized researchers to access de-identified data for studies, and allowing players to access their own health data easily.","Article XXII, Section 8",health-safety,easy,2025-10-15 06:33:13.97603,2025-10-15 06:33:13.97603
664d5760-a2ef-4501-8e74-36026df62836,42bb6940-3407-4f13-8f82-a84ca86906b4,Article XXVII,RIGHT OF SET-OFF,2,Successive Terminations.,"In the event of successive terminations, which team is entitled to the right of set-off first?","The team that first terminated the player's contract is entitled to the right of set-off until its compensation liability is fully eliminated, after which the right of set-off passes to subsequent teams.","Article XXVII, Section 2",general,easy,2025-10-15 16:34:46.659847,2025-10-15 16:34:46.659847
665f1203-80fd-4b2e-8c9e-75443e94b933,edb2e94a-b840-4b1b-bfef-b34427e90f34,Article XII,OPTION CLAUSES,Section 5,Option Exercise Notices.,Within how many business days must the NBA provide the Players Association with copies of Option or ETO notices?,The NBA must provide the Players Association with copies of any Option or ETO exercise or non-exercise notice within two business days of receiving such notice from the team.,"Article XII, Section 5",trades,easy,2025-10-15 02:36:09.644954,2025-10-15 02:36:09.644954
667b84ff-2783-4a8d-a013-fb57f783b0bd,0f45a53a-e942-4a36-a883-6e1cb572300d,Article XXI,NBA ALL-STAR GAME,1,Participation.,Can a player who is not selected for the All-Star Game or Rookie-Sophomore Game be required to participate in an All-Star Skills Competition?,"Yes, a player not selected for the All-Star Game or Rookie-Sophomore Game can be required to participate in an All-Star Skills Competition, except for the Slam Dunk Competition, and cannot be required to participate for more than two consecutive years unless he is the prior year's winner.","Article XXI, Section 1",general,medium,2025-10-15 16:30:17.736241,2025-10-15 16:30:17.736241
667d9aef-a3db-4d3e-9b06-557321a07296,aeace201-ca46-4537-a41e-cd7b9960ce8d,Article XLII,OTHER,Section 1,Headings and Organization.,Define the role of 'headings and organization' in the context of the CBA.,"In the context of the CBA, 'headings and organization' refer to the structure provided for convenience purposes, without any influence on the interpretation or legal standing of the agreement.","Article XLII, Section 1",general,easy,2025-10-15 02:40:45.599976,2025-10-15 02:40:45.599976
667e0c8c-4d11-4825-937a-852453f71e72,45d8119e-45af-47c7-a455-a069fa679735,Article XVI,MUTUAL RESERVATION OF RIGHTS,Main,MUTUAL RESERVATION OF RIGHTS,In what scenario would Article XVI be most relevant for an NBA agent?,"Article XVI becomes relevant when an agent is advising a player during a transition period after the CBA has expired. It is crucial for the agent to understand that neither the player nor the team has waived any rights, allowing the player to assert claims or negotiate terms without prejudice.",Article Article XVI,general,hard,2025-10-16 01:28:04.686339,2025-10-16 01:28:04.686339
66dde11b-cd22-4056-bfcd-639ed0b08ccc,a8871153-8df6-4809-bf8b-da5452ddfd27,Article IV,BENEFITS,2,Player 401(k) Benefits.,What happens if the 401(k) Plan ceases to be a tax-qualified plan under the Code?,"If the 401(k) Plan loses its tax-qualified status, obligations to maintain or contribute to it terminate. The NBA and Players Association agree to negotiate an alternative arrangement to provide similar benefits. This scenario does not permit unilateral changes, lockouts, or strikes.","Article IV, Section 2",general,hard,2025-10-15 06:08:41.650388,2025-10-15 06:08:41.650388
66f6e7f0-3bf9-4890-b70e-f7b86c2a2f2f,9df64fec-e77a-41d7-861c-2aeb59ba64f4,Article XXXIII,ANTI-DRUG PROGRAM AND SUBSTANCE ABUSE,9,Nothing in this Section 8 or Section 14 below shall prohibit,Describe the process for a player seeking reinstatement after being dismissed and disqualified from the NBA.,"A player may apply for reinstatement after one year of dismissal, with approval required from both the NBA and Players Association. Approval is discretionary and may consider treatment completion, conduct, and character. Random testing or other conditions may be imposed upon reinstatement.","Article XXXIII, Section 9",general,hard,2025-10-15 16:40:27.269298,2025-10-15 16:40:27.269298
66fa9899-59cf-4113-88a1-d222ea97d19e,42fa334b-74bf-442b-b045-ee8c5edf3e1f,Article XIX,"UNION SECURITY, DUES, AND CHECK-OFF",2,Check-off.,What happens if a team fails to forward the check-off monies within the specified period?,"If the team fails to forward the check-off monies within fourteen (14) days, interest at a rate of seven percent (7%) per annum begins to accrue on the overdue amount, payable to the Players Association.","Article XIX, Section 2",general,medium,2025-10-15 06:27:05.204613,2025-10-15 06:27:05.204613
66fc51e3-f640-419b-8760-24b0b110ce15,c9c97fcc-938f-45a5-9b2e-b22d08a738b7,Article XXIII,EXHIBITION GAMES AND OFF-SEASON GAMES AND EVENTS,Section 1,Exhibition Games.,What is required of players concerning Exhibition games?,"Players are required to participate in Exhibition games between an NBA Team and a non-member of the NBA, according to the provisions of Paragraph 2 of the Uniform Player Contract.","Article XXIII, Section 1",conduct,easy,2025-10-15 02:45:44.348278,2025-10-15 02:45:44.348278
67188843-7fe2-40a3-9ed6-9aacdc6d4d7f,596e21fb-0daa-4ac0-aaba-4f8be25fc5e2,Article VII,"BASKETBALL RELATED INCOME,",2,(8) A Team and player may negotiate the terms and conditions of,How does the Moratorium Period affect contract amendment negotiations?,"During the Moratorium Period, teams and players cannot officially amend Player Contracts, but they can negotiate terms if the amendment is permissible starting the day after the Moratorium ends.","Article VII, Section 2",salary-cap,medium,2025-10-15 06:21:12.632635,2025-10-15 06:21:12.632635
6721109a-4167-495d-95ca-ac621f4c7985,73b3d8e4-647a-427b-8694-3006d63dae2f,Article XXI,NBA ALL-STAR GAME,Section 6,All-Star Committee.,What topics are included in the discussions of the All-Star Committee?,"The topics discussed by the All-Star Committee include the nature, schedule, and format of All-Star events, player participation, and the determination of award amounts for the events.","Article XXI, Section 6",general,easy,2025-10-15 02:44:05.070441,2025-10-15 02:44:05.070441
